task_id,paper_id,paper_file,task_index,task_description,task_tags,dataset_ids
task_9126e9e26415,paper_7100e5964f9d,11_DPF.pdf,1,"Predicting key physical and electronic properties of crystalline materials—including formation energy, band gap (both OPT and MBJ variants), total energy, energy above hull (Ehull), bulk modulus, and shear modulus—using deep learning models trained on limited labeled data by first pre-training on large-scale unlabeled crystal structures via denoising reconstruction tasks.",crystal property prediction; pre-training; denoising reconstruction,dataset_39bdea8c48d7; dataset_3d1fc9ebc1ce; dataset_d55b16e3041b
task_502a51c697a5,paper_9e212a4383a8,12_PDDFormer.pdf,1,"Predicting multiple physical and electronic properties of crystalline materials—including formation energy, band gap (both OPT and MBJ), total energy, energy above hull (Ehull), bulk modulus, and shear modulus—using machine learning models that operate on crystal structure representations robust to atomic position perturbations and measurement noise.",property prediction; crystal structure representation; robust modeling,dataset_d55b16e3041b; dataset_19d1b1004506
task_f54c6e9beff9,paper_f11b018703ad,13_CrysCo.pdf,1,"Predicting multiple inorganic materials properties—including energy-related properties (formation energy, energy above convex hull, band gap) and data-scarce mechanical properties (bulk modulus, shear modulus)—using a hybrid graph-transformer model that explicitly incorporates four-body atomic interactions to improve accuracy, generalization, and interpretability, especially under limited data conditions.",property prediction; mechanical property prediction; thermodynamic stability prediction,dataset_d55b16e3041b; dataset_487cfa495675
task_702953135e8f,paper_471a9187e021,14_Cross_Scale_Covariance.pdf,1,"Predicting plastic flow strength of face-centered cubic (FCC) metals from small-scale quantum-mechanically computable indicator properties, using statistical cross-scale covariance to establish regression models that quantify prediction uncertainty and provide error bounds for first-principles (DFT)-based strength estimates.",property prediction; cross-scale modeling; uncertainty quantification,dataset_f652501a560b; dataset_c666648c615a
task_66e2dba11ca7,paper_92747bbddb26,15_Extrapolative_Episodic_Training.pdf,1,"Predicting physical properties of materials in extrapolative regimes—i.e., for material classes or compositions lying outside the distribution of training data—by learning a generalizable mapping y = f(x, S) that conditions predictions on a support set S of previously seen examples, enabling rapid adaptation to unseen domains with minimal target-domain data.",property prediction; extrapolation; meta-learning,dataset_44aa2507e9ca; dataset_1b9ea456752c
task_49a79df78a99,paper_cd925085a1df,16_OOD_Generalization_Materials.pdf,1,"Probing and characterizing out-of-distribution (OOD) generalization capabilities of machine learning models for materials property prediction—specifically, identifying which OOD tasks (defined by unseen chemistry or structural symmetries) genuinely challenge models versus those that merely reflect interpolation within the representational training domain, and evaluating how model performance scales with training set size and training time on these tasks.",OOD generalization; distributional robustness; materials property prediction; scaling law analysis; domain identification,dataset_d55b16e3041b; dataset_3d1fc9ebc1ce; dataset_f6b0e6dabd69
task_e097cf9a59e5,paper_0accd46e95fd,17_Known_Unknowns_OOD.pdf,1,"Predicting out-of-distribution (OOD) property values for solid-state materials and molecules — specifically, extrapolating zero-shot to higher property value ranges not present in the training data — using only chemical composition (for solids) or molecular graph-derived descriptors (for molecules), to enable high-precision virtual screening of extreme-value candidates.",property prediction; out-of-distribution extrapolation; virtual screening,dataset_bad7a184ddcb; dataset_3ee88ee61ae1; dataset_d55b16e3041b; dataset_c9e7ecfca1a5
task_241faca80cb0,paper_068c396e3b41,19_DTNet_Dielectric_Tensor.pdf,1,"Predicting the full 3×3 dielectric tensor—including electronic (ε∞), ionic (ε⁰), and total (ε) components—for inorganic crystalline materials, while preserving O(3) rotational equivariance to ensure physically consistent predictions under arbitrary 3D rotations of the input crystal structure.",dielectric tensor prediction; equivariant modeling; materials property prediction,dataset_fed40cdb3663; dataset_f5fc3794aeae
task_78314418eccc,paper_e25217f4266d,20_GMTNet.pdf,1,"Predicting crystal tensor properties—including dielectric tensors (order-2), piezoelectric tensors (order-3), and elastic tensors (order-4)—in matrix form while ensuring predictions are equivariant under O(3) transformations (rotations/reflections) and invariant under the crystal’s space group symmetries, so that predicted tensors respect zero-element patterns, mutual element dependencies, and physical transformation rules dictated by intrinsic crystal symmetry.",tensor prediction; crystal symmetry enforcement; O(3) equivariance,dataset_19d1b1004506
task_b2fdc1e458d6,paper_7eb9d3cfd258,21_ComFormer.pdf,1,"Predicting physical and chemical properties of crystalline materials from their atomic structure, specifically by learning geometrically complete graph representations that distinguish any minor structural differences between crystals while remaining invariant or equivariant under crystal passive symmetries (unit cell SE(3) invariance, unit cell SO(3) equivariance, and periodic invariance).",crystal property prediction; geometric completeness; graph representation learning,dataset_3d1fc9ebc1ce; dataset_d55b16e3041b; dataset_3ee88ee61ae1
task_862fa2410163,paper_1572685de644,22_Crystalformer.pdf,1,"Predicting multiple physical properties of crystalline materials—including formation energy, bandgap, bulk modulus, shear modulus, total energy, and energy above hull—from their periodic crystal structures represented as unit cells with atomic positions, species, and lattice vectors.",property prediction; crystal structure encoding; regression,dataset_d55b16e3041b; dataset_19d1b1004506
task_1f1a85917ec8,paper_0010b7688bb5,23_CrysDiff.pdf,1,"Predicting crystal properties (e.g., formation energy, bandgap, bulk modulus) from 3D crystal structures represented as atom types, fractional atomic coordinates, and lattice vectors — specifically by leveraging self-supervised pre-training on unlabeled crystal structures to improve data efficiency and accuracy in downstream regression tasks with sparse labeled data.",crystal property prediction; 3D structure-based regression; self-supervised pre-training,dataset_19d1b1004506; dataset_d55b16e3041b; dataset_f6b0e6dabd69; dataset_f6b0e6dabd69
task_25b6baf65d50,paper_a9ca0fbfd8f7,24_Structure_Aware_Transfer_Learning.pdf,1,"Predicting diverse materials properties (e.g., formation energy, bandgap, dielectric constant, piezoelectric tensor, exfoliation energy) from crystal or molecular structure inputs, especially when target datasets are small (<10,000 samples), by leveraging knowledge transferred from a large source dataset via structure-aware graph neural networks.",materials property prediction; transfer learning; structure-aware modeling,dataset_d55b16e3041b; dataset_19d1b1004506; dataset_9af6a2663ebe; dataset_7bc0d43a09a6; dataset_f411da0b16e9; dataset_4cec85f7e56b; dataset_15268f4f647c; dataset_0e01c8954e53; dataset_9cdd86c92052; dataset_de06b5abdabd
task_16fde01f7b15,paper_a54c14466f4e,25_ChargE3Net.pdf,1,"Predicting the 3D electron charge density distribution of atomic systems (molecules and crystalline materials) from atomic species identities and Cartesian coordinates, to serve as an accurate initialization for self-consistent density functional theory (DFT) calculations and enable non-self-consistent property prediction.",charge density prediction; DFT initialization; electron density modeling,dataset_b4597821bf19; dataset_f281b31ea1d7; dataset_0dd86632acbe; dataset_c17327be4ec0
task_e55c8a4f2b28,paper_364d763e5978,26_MD_HIT.pdf,1,"Designing and applying a dataset redundancy control method to enable objective, realistic evaluation of machine learning models for material property prediction—specifically by preventing overestimated interpolation performance and improving out-of-distribution (OOD) generalization capability on formation energy and band gap prediction tasks.",redundancy reduction; model evaluation; OOD generalization; material property prediction,dataset_d55b16e3041b; dataset_876dcbb1c40c; dataset_25d67dd6d824; dataset_03047ecfd3fa; dataset_bb3f8a1b6b1a
task_081fca9963b9,paper_1e2428d6caf8,27_Virtual_Node_Phonon_Preprint.pdf,1,"Predicting full phonon band structures—including Γ-point phonon spectra and momentum-dependent dispersion relations—directly from atomic coordinates of crystalline materials, enabling rapid, high-accuracy phonon property estimation without ab initio dynamical matrix calculations.",phonon prediction; band structure prediction; lattice dynamics; structure-to-property mapping,dataset_bbb9b2c9c374; dataset_ec1f8697696a; dataset_cf6d81744e01
task_933637998dc2,paper_30ac315b16dd,28_JARVIS_Leaderboard.pdf,1,"Benchmarking and systematically comparing the performance of diverse materials design methods—including artificial intelligence models, electronic structure calculations, force-field approaches, quantum computation algorithms, and experimental protocols—across multiple data modalities (atomic structures, spectra, images, text) and material properties (e.g., formation energy, bandgap, bulk modulus, CO₂ adsorption), to enable reproducible, transparent, and unbiased evaluation of method accuracy, robustness, and generalizability.",benchmarking; method validation; reproducibility; performance comparison; materials design evaluation,dataset_19d1b1004506; dataset_3d1fc9ebc1ce; dataset_d55b16e3041b; dataset_1156b8b635d2; dataset_5a37f415d2cf
task_76299946d005,paper_78a37cf3530b,29_Structure_OOD_Benchmark.pdf,1,"Predicting materials properties for out-of-distribution (OOD) crystal structures that deviate significantly from the training distribution — specifically, predicting refractive index, shear modulus, and formation energy for sparse, outlier, or structurally/property-remote materials not well-represented in standard datasets. The task focuses on evaluating and benchmarking graph neural networks' ability to generalize beyond i.i.d. assumptions to realistic discovery scenarios where target materials are novel, underrepresented, or lie in low-density regions of structural or property space.",OOD prediction; materials property prediction; generalization benchmark,dataset_f5fc3794aeae; dataset_4399a5640bb0; dataset_c8ab0d98814b
task_14cc805a3a81,paper_2532122b8c09,30_Charge_Density_Recipe.pdf,1,"Predicting the three-dimensional real-space charge density of molecular systems from atomic coordinates and element types, enabling fast and accurate estimation of electronic structure properties without solving the Kohn–Sham equations iteratively.",charge density prediction; electronic structure modeling; DFT acceleration,dataset_f281b31ea1d7; dataset_ad5cbf31abd4; dataset_06c899bfb490
task_e583c77ddbb2,paper_3d03cb8978f0,31_Superconductivity_Ordered_Disordered.pdf,1,Predicting the superconducting transition temperature (Tc) of materials given their 3D crystal structures — including both ordered and disordered configurations — to enable high-Tc superconductor screening from known structural databases such as ICSD. The task supports identifying promising candidate superconductors for experimental validation by ranking structures based on predicted Tc values.,Tc prediction; superconductor screening; disordered structure modeling,dataset_a1d68951db7c; dataset_0d530002ad88; dataset_d55b16e3041b; dataset_f6b0e6dabd69; dataset_aed6baa5fc51
task_31479bfc0861,paper_059ecd6b2879,45_Crystal Diffusion Variational Autoencoder for Periodic Material Generation.pdf,1,"Generating novel, stable periodic materials represented as atom types, coordinates, and lattice vectors that satisfy quantum-mechanical local energy minima and global bonding preferences—i.e., producing chemically and physically plausible crystal structures de novo without relying on intermediate representations like graphs or voxels.",material generation; crystal structure generation; stable material design; de novo crystal synthesis,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106
task_d2937fd62655,paper_6118ea4781c2,46_Novel inorganic crystal structures predicted using autonomous simulation agents.pdf,1,"Predicting the thermodynamic stability (i.e., energy above the convex hull) of hypothetical inorganic crystal structures to identify novel stable and metastable materials, specifically targeting structures within 1 meV/atom (ground states) and 200 meV/atom (metastable) of the convex hull for accelerated materials discovery.",crystal structure prediction; phase stability prediction; thermodynamic stability screening,dataset_738fde24c35b; dataset_7ad244beb76c
task_d6641e402970,paper_36f841efafcc,47_Data-driven discovery of 2D materials by deep generative models.pdf,1,"Discovering new two-dimensional (2D) materials with high thermodynamic stability (energy above convex hull ΔHhull < 0.3 eV/atom) and structural/chemical novelty beyond known crystal prototypes, by generating candidate atomic structures de novo using deep generative modeling and systematic lattice decoration.",materials discovery; 2D materials generation; thermodynamic stability prediction,dataset_68145cf04333; dataset_f6b0e6dabd69
task_05d462cc36f3,paper_f0cf989c5803,48_Crystal Structure Prediction by Joint Equivariant Diffusion.pdf,1,"Predicting the stable 3D crystal structure—including the lattice matrix and fractional atomic coordinates—for a given chemical composition, by learning the conditional distribution p(L, F | A) from known stable crystals.",Crystal Structure Prediction; Structure Generation; Conditional Generation,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106; dataset_8b55ac6b7bf5
task_21b0cab6ffdd,paper_9590927c40b1,49_Towards Symmetry-Aware Generation of Periodic Materials.pdf,1,"Generating novel periodic material structures with atom types, lattice parameters, and atomic coordinates that satisfy physical symmetry invariances (permutation, rotation, translation, and periodic transformations), enabling downstream applications such as property optimization and inverse design of materials with target characteristics like low energy.",periodic material generation; symmetry-aware generation; 3D crystal structure generation,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106
task_d174c041a113,paper_56980a027536,50_Diffusion probabilistic models enhance variational autoencoder for crystal structure generative modeling.pdf,1,"Generating realistic, symmetry-preserving crystal structures that are close to their quantum-mechanically relaxed ground states—specifically, producing fractional atomic coordinates, lattice parameters, and atomic types for unseen crystals such that the generated structures exhibit low energy differences (< ~400 meV/atom) and small structural deviations (e.g., RMS displacement, volume error) relative to DFT-relaxed configurations.",crystal structure generation; ground-state structure prediction; generative modeling,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106
task_e3db808171fa,paper_772c016eb4f3,51_Unified Model for Crystalline Material Generation.pdf,1,"Generating thermodynamically stable crystalline materials by simultaneously optimizing both atomic positions and crystal lattice geometry to minimize total energy, enabling de novo design of novel crystals with desired properties such as suitable band gaps for solar-driven hydrogen production or hydrogen storage capacity.",crystal generation; geometry optimization; energy minimization; materials discovery,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106
task_5d6d4f6e0f4a,paper_8e29f3c6727b,52_Optimized Crystallographic Graph Generation for Material Science.pdf,1,"Generating crystallographic graphs (cutoff and k-nearest-neighbour graphs) from periodic crystalline structures in real time during GPU-accelerated training of graph-based generative models for new material discovery — specifically, enabling dynamic graph updates as atomic geometry is modified during forward propagation.",graph generation; crystal structure representation; real-time preprocessing; generative modeling support,dataset_d55b16e3041b
task_9ff121e34959,paper_94d7baa55ca3,53_Physics guided deep learning for generative design of crystal materials with symmetry constraints.pdf,1,"Generating novel, physically valid crystal structures with high structural diversity and symmetry constraints (including non-cubic space groups), while ensuring thermodynamic stability and synthesizability potential — specifically by learning from known materials to sample realistic, stable unit cells conditioned on chemical composition and space group.",crystal structure generation; generative design; symmetry-constrained generation,dataset_8e7feddeed64; dataset_778b650f84cb
task_25bd06f908bc,paper_75a1d2c5ae0c,"54_An invertible, invariant crystal representation for inverse design of solid-state materials using generative deep learning.pdf",1,"Designing novel direct narrow-gap semiconductor crystal structures for optoelectronic applications, subject to constraints on bandgap (0.325 ± 0.225 eV at PBE level), thermodynamic stability (energy above hull < 50 meV/atom), compositional novelty (not present in the Materials Project database), and structural uniqueness (low similarity to training structures).",inverse design; semiconductor discovery; bandgap engineering; materials screening,dataset_d55b16e3041b; dataset_db3b359f185a; dataset_a5afc4407f9c; dataset_4605b2969513
task_283558a3d61e,paper_53e3f0257d20,55_Equivariant Diffusion for Crystal Structure Prediction.pdf,1,"Predicting the lattice parameters and fractional atomic coordinates of a crystal structure given its chemical composition, i.e., learning the conditional distribution p(C, F | A) to generate physically valid, stable crystal structures from elemental formulas without relying on expensive DFT-based energy minimization.",crystal structure prediction; generative modeling; lattice parameter prediction; fractional coordinate prediction,dataset_d8f086677598; dataset_c1788908f106; dataset_8b55ac6b7bf5; dataset_353a5bb6bf50
task_3c36cf82ab3c,paper_34af966c7e0c,56_Guided diffusion for the discovery of new superconductors.pdf,1,"Discovering novel crystalline superconductors with critical temperatures (Tc) above 5 K by generating candidate crystal structures conditioned on target Tc values, then computationally screening for thermodynamic stability, dynamic stability, and superconducting performance.",superconductor discovery; inverse materials design; Tc-driven structure generation,dataset_4937ff535eec; dataset_8f6bd863b583
task_24b6899c3ddd,paper_ce88dbcd5192,57_Scalable Diffusion for Materials Generation.pdf,1,"Generating novel, physically stable crystal structures for materials discovery, where stability is rigorously assessed via Density Functional Theory (DFT)-computed formation energy and decomposition energy relative to convex hulls. The task requires scaling generative modeling to large, complex chemical systems (e.g., multi-element crystals with >20 atoms) while ensuring generated structures are synthetically plausible and thermodynamically stable.",crystal structure generation; materials discovery; thermodynamic stability prediction,dataset_bbfab1a728df; dataset_a0e0c77d8c1c; dataset_99d3955cd48c; dataset_e8361254e922; dataset_c0ed32de5f63
task_a0299547be82,paper_ccf308624647,58_Space Group Constrained Crystal Generation.pdf,1,"Generating crystal structures that strictly satisfy user-specified space group symmetry constraints, including both lattice geometry (crystal family) and atomic positional constraints (Wyckoff positions), for applications in controllable ab initio crystal design and crystal structure prediction.",crystal generation; space group constraint; controllable generation,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106; dataset_8b55ac6b7bf5
task_ed846788cc4a,paper_54428f0cbb22,60_Crystal structure generation with autoregressive large language modeling.pdf,1,"Generating plausible, physically valid crystal structures for inorganic compounds given only their chemical composition (and optionally space group), with the goal of producing candidates suitable for downstream crystal structure prediction (CSP) and materials discovery workflows.",crystal structure generation; inorganic materials design; CSP candidate generation,dataset_d55b16e3041b; dataset_f6b0e6dabd69; dataset_7f8f7e60c3f0; dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106; dataset_8b55ac6b7bf5
task_39aecdbec872,paper_6637ee579b89,61_Deep learning generative model for crystal structure prediction.pdf,1,"Predicting physically plausible crystal structures for a given chemical composition and external pressure condition, without requiring post-generation local optimization, to accelerate crystal structure prediction (CSP) — specifically, generating candidate structures that closely approximate local energy minima on the potential energy surface for subsequent validation or property evaluation.",crystal structure prediction; conditional generation; pressure-aware structure generation,dataset_0cc48f92712d; dataset_d55b16e3041b; dataset_39d1c8be4432
task_02b8faa0769a,paper_ceafc75bc578,62_A deep generative modeling architecture for designing lattice-constrained perovskite materials.pdf,1,"Designing novel and polymorphic perovskite materials with crystal lattice conformities that strictly satisfy predefined geometrical (e.g., crystal system, space group) and thermodynamic (e.g., formation energy ≤ −1.5 eV/atom) stability constraints — specifically for ABX₃ and A₂BB′X₆ stoichiometries — while avoiding lattice reconstruction artifacts such as low-symmetry, unfeasible atomic coordination, or triclinic distortions during generative decoding.",perovskite design; inverse materials design; lattice-constrained generation; crystal symmetry control; thermodynamic stability screening,dataset_3306f0c5c31d; dataset_a9b6082959f3; dataset_a84a1763a491
task_eb2b09890f75,paper_bb135e1ac6e4,63_Fine-Tuned Language Models Generate Stable Inorganic Materials as Text.pdf,1,"Generating stable inorganic crystalline materials as text-encoded 3D atomic structures, where stability is defined by low energy above hull (Ehull < 0.1 eV/atom), and the generated structures must satisfy physical constraints including non-overlapping atomic radii and net neutral charge.",materials generation; crystal structure prediction; stability prediction; text-to-structure generation,dataset_ebb089559032; dataset_b4a08ed9cfc7
task_8104bf9bacc0,paper_3d01e399def4,65_Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation.pdf,1,"Generating novel, stable 3D crystalline material structures from scratch—either unconditionally or conditioned on input compositions or target physical properties (e.g., band gap)—using autoregressive language models, while ensuring that mathematically equivalent crystal structures (under SE(3) transformations and periodic lattice equivalences) map to identical sequence representations.",crystal structure generation; conditional generation; materials discovery; invariant representation; language model generation,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106; dataset_8b55ac6b7bf5; dataset_d55b16e3041b; dataset_f6b0e6dabd69; dataset_460867437222; dataset_19d1b1004506
task_8bf8dd85a9e3,paper_81cae97881af,66_3D Structure Prediction of Atomic Systems with Flow-based Direct Preference Optimization.pdf,1,"Predicting high-fidelity 3D atomic structures of antibody variable domains (specifically CDR regions) given their amino acid sequences and contextual framework/antigen structures, with the goal of generating conformations closely aligned to experimentally determined ground-truth structures while suppressing hallucinated or physically invalid predictions.",3D structure prediction; antibody modeling; conformation generation,dataset_1bf08acf65bd; dataset_01650f0db0a5
task_41c680985839,paper_81cae97881af,66_3D Structure Prediction of Atomic Systems with Flow-based Direct Preference Optimization.pdf,2,"Predicting stable 3D crystal structures (unit cells) solely from chemical composition, including lattice matrix and fractional atomic coordinates, with the objective of generating experimentally realistic structures that match known materials while reducing low-quality or mismatched predictions through preference-based alignment.",crystal structure prediction; unit cell generation; materials discovery,dataset_d8f086677598; dataset_c1788908f106; dataset_8b55ac6b7bf5
task_2aa8e2c04581,paper_fce3aff65e46,67_Generative Hierarchical Materials Search.pdf,1,"Generating novel, physically viable crystal structures that satisfy user-specified constraints expressed in natural language (e.g., 'a stable chalcogenide with atom ratio 1:1:2 that is not on ICSD'), by jointly optimizing for instruction compliance, structural validity, low formation energy, and uniqueness — without requiring pre-existing language-to-structure paired data.",crystal structure generation; language-guided materials design; controllable generative modeling,dataset_d55b16e3041b; dataset_0d530002ad88; dataset_f6b0e6dabd69; dataset_7f8f7e60c3f0; dataset_12672e79b01e
task_11e7339f61bf,paper_1334442567d4,68_Diffusion models for conditional generation of hypothetical new families of superconductors.pdf,1,"Generating hypothetical new families of superconductors—defined as chemically distinct clusters not present in existing databases—by conditionally interpolating between reference superconductor compounds and learned chemical composition distributions, enabling controlled discovery beyond known superconductor families.",generative modeling; superconductor discovery; conditional generation,dataset_176afdea792f
task_c0ebf6615131,paper_872e1a985b36,69_Shotgun crystal structure prediction using machine-learned formation energies.pdf,1,"Predicting stable or metastable crystal structures from a given chemical composition by identifying global or local minima of the energy surface across a broad space of atomic configurations, using machine-learned formation energies to avoid iterative first-principles relaxation.",crystal structure prediction; energy minimization; formation energy prediction,dataset_d55b16e3041b; dataset_f6b0e6dabd69; dataset_960223a29e77
task_bcf8db5ad546,paper_2eb7b89c081a,70_Scalable crystal structure relaxation using an iteration-free deep generative model with uncertainty quantification.pdf,1,"Predicting equilibrium crystal structures directly from unrelaxed initial configurations in milliseconds per structure, without iterative optimization, to enable scalable and trustworthy pre-relaxation for downstream property calculations and large-scale virtual screening.",crystal structure relaxation; geometric prediction; pre-relaxation,dataset_d89e4439e1cb; dataset_d55b16e3041b; dataset_68145cf04333; dataset_da2a1d606109; dataset_9a51c9e3650c
task_e575ca1db58a,paper_e1837a8e69e3,71_A generative model for inorganic materials design.pdf,1,"Generating stable, diverse, and novel inorganic crystalline materials that satisfy user-specified property constraints—including target chemical composition, crystal symmetry, magnetic density, electronic bandgap, mechanical bulk modulus, and multi-objective criteria such as high magnetic density combined with low supply-chain risk (quantified by Herfindahl–Hirschman Index)—via fine-tuned diffusion-based generative modeling.",inverse materials design; crystal structure generation; property-constrained generation,dataset_c1f82db1f017; dataset_efbc460876da; dataset_5b077e612f23; dataset_d454df1df2f2; dataset_087214043e2c; dataset_b5455de1b185
task_5cdb3d3479b6,paper_7f27ce8916be,72_Establishing baselines for generative discovery of inorganic crystals.pdf,1,"Predicting and generating novel, thermodynamically stable inorganic crystal structures with targeted properties (e.g., electronic band gap near 3 eV or high bulk modulus), while balancing structural novelty, compositional diversity, and synthetic feasibility — using generative AI models and baseline methods grounded in charge balance and ion substitution heuristics.",crystal structure generation; thermodynamic stability prediction; property-targeted materials discovery,dataset_d55b16e3041b; dataset_d26805878809; dataset_0d530002ad88; dataset_c3188df45741; dataset_db3b359f185a
task_327a40f105df,paper_da833d40a902,75_Periodic Materials Generation using Text-Guided Joint Diffusion Model.pdf,1,"Generating stable 3D periodic crystal structures (atom types, fractional coordinates, and lattice matrix) that align with user-specified textual descriptions of material properties, composition, symmetry, and structural features — enabling controllable, text-guided inverse design of novel crystalline materials.",crystal structure generation; text-guided generation; inverse materials design,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106
task_3a66a72bd70b,paper_e6f9fa1fe07e,76_A Periodic Bayesian Flow for Material Generation.pdf,1,"Generating novel, physically valid crystal structures from scratch (ab initio generation) and predicting stable crystal structures given only atomic composition (stable structure prediction), while respecting the periodic E(3) symmetry constraints inherent to crystalline materials.",crystal generation; ab initio generation; structure prediction; periodic symmetry modeling,dataset_d8f086677598; dataset_353a5bb6bf50; dataset_c1788908f106; dataset_8b55ac6b7bf5
task_b7e91922ce39,paper_bbc5660ef5b1,77_Accelerating crystal structure search through active learning with neural networks for rapid relaxations.pdf,1,"Accelerating global optimization of crystal structures by predicting low-energy local minima on the potential energy surface (PES) for a given chemical composition, using active learning to minimize the number of expensive density functional theory (DFT) calculations required for structure relaxation and validation.",crystal structure prediction; global optimization; structure relaxation acceleration,dataset_3521c65599d4; dataset_d55b16e3041b
